episode,steps,epsilon,episode_reward,episode_length,loss,eval_success_rate,eval_avg_reward
276,49257,0.3912,0.2898,202,0.001710,,
277,49275,0.3910,0.9367,18,0.004437,,
278,49299,0.3907,0.9156,24,0.001804,,
279,49407,0.3894,0.6203,108,0.002160,,
280,49438,0.3890,0.8910,31,0.001034,,
281,49620,0.3867,0.3602,182,0.002224,,
282,49876,0.3836,0.0000,256,0.003476,,
283,50132,0.3804,0.0000,256,0.002358,,
284,50321,0.3780,0.3355,189,0.002297,,
285,50577,0.3749,0.0000,256,0.002153,,
286,50710,0.3732,0.5324,133,0.001951,,
287,50775,0.3724,0.7715,65,0.002211,,
288,50811,0.3720,0.8734,36,0.001387,,
289,51067,0.3688,0.0000,256,0.001698,,
290,51120,0.3682,0.8137,53,0.005599,,
291,51376,0.3650,0.0000,256,0.002102,,
292,51408,0.3646,0.8875,32,0.002237,,
293,51440,0.3642,0.8875,32,0.001372,,
294,51608,0.3621,0.4094,168,0.001682,,
295,51752,0.3604,0.4938,144,0.001801,,
296,51898,0.3585,0.4867,146,0.002121,,
297,52154,0.3554,0.0000,256,0.002129,,
298,52410,0.3522,0.0000,256,0.002041,,
299,52666,0.3490,0.0000,256,0.002034,,
300,52922,0.3459,0.0000,256,0.002418,,
301,53096,0.3437,0.3883,174,0.002036,,
302,53186,0.3426,0.6836,90,0.001525,,
303,53358,0.3405,0.3953,172,0.001876,,
304,53614,0.3373,0.0000,256,0.002232,,
305,53633,0.3370,0.9332,19,0.003121,,
306,53662,0.3367,0.8980,29,0.001246,,
307,53905,0.3337,0.1457,243,0.002272,,
308,54161,0.3305,0.0000,256,0.002301,,
309,54417,0.3273,0.0000,256,0.001901,,
310,54507,0.3263,0.6836,90,0.001795,,
311,54564,0.3256,0.7996,57,0.001819,,
312,54820,0.3224,0.0000,256,0.001969,,
313,54917,0.3212,0.6590,97,0.002146,,
314,54987,0.3203,0.7539,70,0.001758,,
315,55243,0.3171,0.0000,256,0.002030,,
316,55499,0.3140,0.0000,256,0.002123,,
317,55705,0.3114,0.2758,206,0.001824,,
318,55961,0.3082,0.0000,256,0.002406,,
319,56217,0.3051,0.0000,256,0.002230,,
320,56473,0.3019,0.0000,256,0.002357,,
321,56494,0.3017,0.9262,21,0.002796,,
